fecha;nro_pliego ;nro_orden_de_compra ;unidad_ejecutora;jurisdiccion;proveedor;cuit;importe;descripcion;cantidad;descripcion_rubro
2020-05-21 00:00:00;418-0089-CME20;418-5477-OC20;418 - HTAL. JUAN A. FERNANDEZ;MINISTERIO DE SALUD;BIOSUD S.A.;30-64528012-8;15336.8;PROLONGADOR DE PRESION CORTO Conector de llave lambda a manifold.Estéril, atóxico y apirogénico. Envasado individualmente en sobre pelable tipo pouch. Acondicionado en caja que garantice su conservación. Modelo: Para angioplastia Variedad: De presión corto, para angioplastía;40;Salud
2020-05-21 00:00:00;418-0089-CME20;418-5477-OC20;418 - HTAL. JUAN A. FERNANDEZ;MINISTERIO DE SALUD;BIOSUD S.A.;30-64528012-8;15336.8;PROLONGADOR DE PRESION INTERMEDIO Conector de llave manifold a trasductor de presión.Estéril, atóxico y apirogénico. Envasado individualmente en sobre pelable tipo pouch. Acondicionado en caja que garantice su conservación. Modelo: Para angioplastia y diagnosticos Variedad: De presión intermedio, para angioplastía y diagnóstico;40;Salud
2020-05-21 00:00:00;418-0089-CME20;418-5477-OC20;418 - HTAL. JUAN A. FERNANDEZ;MINISTERIO DE SALUD;BIOSUD S.A.;30-64528012-8;42176.8;PROLONGADOR DE BOMBA Conector de catéter a bomba de infusión. Longitud de 70 cm a 1 m.Estéril, atóxico y apirogénico. Envasado individualmente en sobre pelable tipo pouch. Acondicionado en caja que garantice su conservación. Modelo: Para uso de bomba de infusión Variedad: Para bomba de infusión;40;Salud
2020-05-21 00:00:00;425-1071-CME20;425-5521-OC20;425 - HTAL. JOSE M. PENNA;MINISTERIO DE SALUD;DROGUERIA FARMATEC S.A.;30-70714285-1;13010;PRESURIZADOR PARA BOLSAS CON SUERO . Modelo: De plástico, con válvula de seguridad;5;Salud
2020-05-21 00:00:00;423-0438-LPU20;423-5500-OC20;423 - HTAL. FRANCISCO J.MUÑIZ  ;MINISTERIO DE SALUD;BIODIAGNOSTICO S.A.;30-63927711-5;1805760;RNA VIRAL Modelo: Equipo para purificación de RNA viral obtenido de plasma,suero,fluidos corporales libres de células y sobrenadantes de cultivos celulares ;22;Salud
2020-05-21 00:00:00;401-0590-CDI20;401-5528-OC20;401 - MINISTERIO DE SALUD;MINISTERIO DE SALUD;CINMOR SRL;30-71400415-4;3443200;CAMISOLIN DE UN SOLO USO TELA: SMS uso Médico, Barrera de 47 g/m2 (+/- 5%)  Delantero y mangas dobles con el refuerzo interno total de spundbond 40/50 g/m2, de una sóla pieza.  Espalda: Retroespaldero obligatorio. Con 4 pares de tiras que producen el cruce adecuado con técnica aséptica, dos pares para el cruce del cuello y los otros dos pares a 44 cm del borde del escote, para el cruce de la cintura.   Cuello: escote redondo, fileteado con la misma tela.   Ubicación de tirillas:    -Ajuste de cuello: Dos pares de tiras para ajuste que produzcan un cruce no menor de 10 cm. Sobre el lado derecho, una en el borde y la otra a 10 cm cara interna y sobre el lado izquierdo, una en el borde y la otra a 10 cm cara externa. Medida de tiras: 20 cm de largo aproximadamente cada una, ancho de 1,5 cm.   -Ajuste de cintura: dos pares de tiras a 44 cm del borde del escote, para producir el cruce adecuado, una sobre el borde del espaldero derecho y la otra en la costura lateral cara interna y el otro par, una en el borde del espaldero izquierdo, y la otra en el delantero, a 10 cm de la costura lateral izquierda. Medida de tiras: Largo: 45 cm (+/- 10%) cada una. Ancho: 3 cm (+/- 10%)  Manga larga , con puño doble de algodón 100% (RIBB), elastizado, de 10 cm de largo.   La sisa tendrá una profundidad mínima de 28 cm.  Llevará una tarjeta de transferencia de las cintas para ajuste del camisolín.   Costuras doble estanco.  Medidas mínimas: largo total 130 cm, ancho: 150 cm y largo de manga: 75 cm  Terminación y presentación:  1) Deberá tener una cuidadosa revisación, sin excedente de hilos, costuras rotas, zafadas, sin frunces ni dobleces.  2) Se entregará con doblado quirúrgico en bolsa de polietileno hermética, transparente e impermeable con no mas de 10 unidades, correctamente acondicionado y rotulado indicando nombre del fabricante.   Modelo: Para cirugía de tela no tejida de SMS uso médico. No estéril. Variedad: Para cirugía ;10000;Salud
2020-05-21 00:00:00;401-0590-CDI20;401-5528-OC20;401 - MINISTERIO DE SALUD;MINISTERIO DE SALUD;CINMOR SRL;30-71400415-4;8728800;CAMISOLIN DE UN SOLO USO TELA: SMS uso Médico, Barrera de 47 g/m2 (+/- 5%)  Delantero y mangas dobles con el refuerzo interno total de spundbond 40/50 g/m2, de una sóla pieza.  Espalda: Retroespaldero obligatorio. Con 4 pares de tiras que producen el cruce adecuado con técnica aséptica, dos pares para el cruce del cuello y los otros dos pares a 44 cm del borde del escote, para el cruce de la cintura.   Cuello: escote redondo, fileteado con la misma tela.   Ubicación de tirillas:    -Ajuste de cuello: Dos pares de tiras para ajuste que produzcan un cruce no menor de 10 cm. Sobre el lado derecho, una en el borde y la otra a 10 cm cara interna y sobre el lado izquierdo, una en el borde y la otra a 10 cm cara externa. Medida de tiras: 20 cm de largo aproximadamente cada una, ancho de 1,5 cm.   -Ajuste de cintura: dos pares de tiras a 44 cm del borde del escote, para producir el cruce adecuado, una sobre el borde del espaldero derecho y la otra en la costura lateral cara interna y el otro par, una en el borde del espaldero izquierdo, y la otra en el delantero, a 10 cm de la costura lateral izquierda. Medida de tiras: Largo: 45 cm (+/- 10%) cada una. Ancho: 3 cm (+/- 10%)  Manga larga , con puño doble de algodón 100% (RIBB), elastizado, de 10 cm de largo.   La sisa tendrá una profundidad mínima de 28 cm.  Llevará una tarjeta de transferencia de las cintas para ajuste del camisolín.   Costuras doble estanco.  Medidas mínimas: largo total 130 cm, ancho: 150 cm y largo de manga: 75 cm  Terminación y presentación:  1) Deberá tener una cuidadosa revisación, sin excedente de hilos, costuras rotas, zafadas, sin frunces ni dobleces.  2) Se entregará con doblado quirúrgico en bolsa de polietileno hermética, transparente e impermeable con no mas de 10 unidades, correctamente acondicionado y rotulado indicando nombre del fabricante.   Modelo: Para cirugía de tela no tejida de SMS uso médico. No estéril. Variedad: Para cirugía ;40000;Salud
2020-05-21 00:00:00;410-0616-CDI20;410-5466-OC20;410 - HTAL.TEODORO ALVAREZ  ;MINISTERIO DE SALUD;Laboratorios Britania SA;33-64529398-9;40000;HISOPO , Modelo: De plástico flexible,estéril,con punta de nylon,en envase individual.Varilla y punta no tóxicas ;500;Salud
2020-05-21 00:00:00;434-0372-CDI20;434-5530-OC20;434 - HTAL.DONACION FRANCISCO SANTOJANNI;MINISTERIO DE SALUD;BIOMÉRIEUX ARGENTINA SA;30-69437643-2;4660339.2;KIT RT-PCR (TRANSCRIPCION REVERSA Y PCR)    Modelo: . ;510;Salud
2020-05-21 00:00:00;435-1041-CME20;435-5491-OC20;435 - HTAL. RAMON SARDA  ;MINISTERIO DE SALUD;DCD PRODUCTS SRL;30-66393469-0;39530.5;AEROCAMARA Intercalable en la rama inspiratoria de los circuitos de ARM. No estéril. Envasada individualmente.-     Modelo: Colapsable para MDI. De un solo uso Variedad: Colapsable para MDI. De un solo uso ;25;Salud
2020-05-21 00:00:00;401-0590-CDI20;401-5527-OC20;401 - MINISTERIO DE SALUD;MINISTERIO DE SALUD;DROGUERIA MARTORANI S.A.;30-70296606-6;3049500;PROTECTOR FACIAL (MASCARA PARA FILTRO) . Modelo: Con visor de policarbonato ;15000;Seguridad 
2020-05-21 00:00:00;401-0590-CDI20;401-5529-OC20;401 - MINISTERIO DE SALUD;MINISTERIO DE SALUD;Coverline sa;30-71498344-6;8960000;CAMISOLIN DE UN SOLO USO TELA: SMS uso Médico, Barrera de 47 g/m2 (+/- 5%)  Delantero y mangas dobles con el refuerzo interno total de spundbond 40/50 g/m2, de una sóla pieza.  Espalda: Retroespaldero obligatorio. Con 4 pares de tiras que producen el cruce adecuado con técnica aséptica, dos pares para el cruce del cuello y los otros dos pares a 44 cm del borde del escote, para el cruce de la cintura.   Cuello: escote redondo, fileteado con la misma tela.   Ubicación de tirillas:    -Ajuste de cuello: Dos pares de tiras para ajuste que produzcan un cruce no menor de 10 cm. Sobre el lado derecho, una en el borde y la otra a 10 cm cara interna y sobre el lado izquierdo, una en el borde y la otra a 10 cm cara externa. Medida de tiras: 20 cm de largo aproximadamente cada una, ancho de 1,5 cm.   -Ajuste de cintura: dos pares de tiras a 44 cm del borde del escote, para producir el cruce adecuado, una sobre el borde del espaldero derecho y la otra en la costura lateral cara interna y el otro par, una en el borde del espaldero izquierdo, y la otra en el delantero, a 10 cm de la costura lateral izquierda. Medida de tiras: Largo: 45 cm (+/- 10%) cada una. Ancho: 3 cm (+/- 10%)  Manga larga , con puño doble de algodón 100% (RIBB), elastizado, de 10 cm de largo.   La sisa tendrá una profundidad mínima de 28 cm.  Llevará una tarjeta de transferencia de las cintas para ajuste del camisolín.   Costuras doble estanco.  Medidas mínimas: largo total 130 cm, ancho: 150 cm y largo de manga: 75 cm  Terminación y presentación:  1) Deberá tener una cuidadosa revisación, sin excedente de hilos, costuras rotas, zafadas, sin frunces ni dobleces.  2) Se entregará con doblado quirúrgico en bolsa de polietileno hermética, transparente e impermeable con no mas de 10 unidades, correctamente acondicionado y rotulado indicando nombre del fabricante.   Modelo: Para cirugía de tela no tejida de SMS uso médico. No estéril. Variedad: Para cirugía ;40000;Salud
2020-05-21 00:00:00;410-0657-CDI20;410-5462-OC20;410 - HTAL.TEODORO ALVAREZ  ;MINISTERIO DE SALUD;PROPATO HNOS. S.A.I.C.;30-55425869-3;158769;MAMELUCO DE SEGURIDAD ESPECIFICACIONES DE LA TELA.:  Tela no tejida de oleafina termosoldada tipo Tyvek. Con revestimiento de polietileno de alta densidad. Deberá poseer una superficie lisa y antiestática repelente a la contaminación.  COLOR: Blanco  NORMAS DE CONFECCION:  Extraespaciosos en las áreas que se requiera presión en los movimientos.  Cierre antiestático de tamaño completo.  Usos: Para tareas que requieran una eficaz barrera contra líquidos en general,  ácidos altamente corrosivos y solventes orgánicos mas comunes.  Nota: la elección de los tipos de prendas  mas adecuadas para la tarea que realicen los agentes, quedará a cargo de la repartición solicitante. Modelo: Tipo Tyvek, blanco, con capucha, mangas largas Voltaje: Blanco ;60;Textil, Confección y Calzado 
2020-05-21 00:00:00;412-0855-CME20;412-5487-OC20;412 - HTAL. COSME ARGERICH  ;MINISTERIO DE SALUD;CEGENS S.A.;30-71250912-7;15080;SENSOR PARA OXIMETRIA DE PULSO . Modelo: Para adulto. Reutilizable. Tipo Nellcor con tecnología Oxymax ;2;Salud
2020-05-21 00:00:00;401-0590-CDI20;401-5526-OC20;401 - MINISTERIO DE SALUD;MINISTERIO DE SALUD;PROPATO HNOS. S.A.I.C.;30-55425869-3;2965710;ANTIPARRA DE SEGURIDAD BIOLOGICA . Modelo: Para protección ocular ante riesgo de impactos, salpicaduras químicas y partículas de polvo, de acetato, transparente con protección UV. Resistente al empañamiento, con ventilación indirecta Variedad: Biológica ;3800;Seguridad 
2020-05-21 00:00:00;425-1054-CME20;425-5520-OC20;425 - HTAL. JOSE M. PENNA;MINISTERIO DE SALUD;DROGUERIA MARTORANI S.A.;30-70296606-6;167940;"CIRCUITO . Modelo: Compuesto por un conector en ""Y"" de 22 mm I.D., 22 mm O.D. de polisulfuro, dos tubuladuras de 22 mm x 1000 mm, una tubuladura de 22 mm x 1750 mm y un conector recto adaptador entre el conector ""T"" y el nebulizador, de polisulfuro ";600;Salud
2020-05-21 00:00:00;435-1041-CME20;435-5491-OC20;435 - HTAL. RAMON SARDA  ;MINISTERIO DE SALUD;DCD PRODUCTS SRL;30-66393469-0;39530.5;AEROCAMARA Intercalable en la rama inspiratoria de los circuitos de ARM. No estéril. Envasada individualmente.-     Modelo: Colapsable para MDI. De un solo uso Variedad: Colapsable para MDI. De un solo uso ;25;Salud
2020-05-21 00:00:00;623-1394-LPU18;4001-5467-OC20;4001 - SUBSECRETARIA ATENCION PRIMARIA AMBULATORIA Y COMUNITARIA                               ;MINISTERIO DE SALUD;Servicios para la Higiene S.A ;30-71158542-3;15775;AGUA LAVANDINA (HIPOCLORITO DE SODIO) Líquido amarillento, que puede contener un ligero sedimento, utilizando en el blanqueo y desinfección de ropas y demás materiales de uso doméstico.     Tendrá un  contenido mínimo entre 55 g/l y 80 g/l de cloro activo y los demás componentes de acuerdo a las exigencias de la Norma IRAM Nº 41.173 parte I, II, III, IV, V y VI.    En envase plástico de polietileno virgen  de alta densidad, de color u opacidad tal que no permita el paso de la luz. Su cierre hermético de seguridad no presentará pérdidas durante su manipuleo  y/o estiba. Espesor mínimo del envase 500 µ.    Nota: no es conveniente efectuar los pedidos excesivamente grandes,  debido a la pérdida de cloro activo. Los mismos deberán realizarse calculando su consumo dentro de los 120 días aproximadamente. El almacenaje será en lo posible en lugar oscuro.    El ACONDICIONAMIENTO Y CAPACIDAD DE LOS ENVASES QUEDARA A CARGO DE LA REPARTICIÓN USUARIA.   Modelo: Tipo I, con un contenido mínimo entre 55 g/l y 80 g/l de cloro activo Presentacion: Envase plástico de polietileno virgen de alta densidad (espesor mínimo 500 µ.), color/opacidad que no permita el paso de la luz, cierre hermético de seguridad, sin pérdidas por manipuleo y/o estiba Tipo: I ;50;Perfumería, Limpieza y Contenedores Comerciales e Industriales
2020-05-21 00:00:00;623-1394-LPU18;414-5485-OC20;414 - HTAL. MARIA CURIE  ;MINISTERIO DE SALUD;Servicios para la Higiene S.A ;30-71158542-3;2811;AGUA LAVANDINA (HIPOCLORITO DE SODIO) Líquido amarillento, que puede contener un ligero sedimento, utilizando en el blanqueo y desinfección de ropas y demás materiales de uso doméstico.     Tendrá un  contenido mínimo entre 81 g/l y 110 g/l de cloro activo y los demás componentes de acuerdo a las exigencias de la Norma IRAM Nº 41.173 parte I, II, III, IV, V y VI.    En envase plástico de polietileno virgen  de alta densidad, de color u opacidad tal que no permita el paso de la luz. Su cierre hermético de seguridad no presentará pérdidas durante su manipuleo  y/o estiba. Espesor mínimo del envase 500 µ.    Nota: no es conveniente efectuar los pedidos excesivamente grandes,  debido a la pérdida de cloro activo. Los mismos deberán realizarse calculando su consumo dentro de los 120 días aproximadamente. El almacenaje será en lo posible en lugar oscuro.    El ACONDICIONAMIENTO Y CAPACIDAD DE LOS ENVASES QUEDARA A CARGO DE LA REPARTICIÓN USUARIA.   Modelo: Tipo II, con un contenido mínimo entre 81 g/l y 110 g/l de cloro activo Presentacion: Envase plástico de polietileno virgen de alta densidad (espesor mínimo 500 µ.), color/opacidad que no permita el paso de la luz, cierre hermético de seguridad, sin pérdidas por manipuleo y/o estiba  Tipo: II ;60;Perfumería, Limpieza y Contenedores Comerciales e Industriales
2020-05-21 00:00:00;623-1394-LPU18;422-5492-OC20;422 - HTAL. BRAULIO MOYANO  ;MINISTERIO DE SALUD;JUAN ERNESTO IBARRA;20-04424052-2;10166;AGUA LAVANDINA (HIPOCLORITO DE SODIO) Líquido amarillento, que puede contener un ligero sedimento, utilizando en el blanqueo y desinfección de ropas y demás materiales de uso doméstico.     Tendrá un  contenido mínimo entre 81 g/l y 110 g/l de cloro activo y los demás componentes de acuerdo a las exigencias de la Norma IRAM Nº 41.173 parte I, II, III, IV, V y VI.    En envase plástico de polietileno virgen  de alta densidad, de color u opacidad tal que no permita el paso de la luz. Su cierre hermético de seguridad no presentará pérdidas durante su manipuleo  y/o estiba. Espesor mínimo del envase 500 µ.    Nota: no es conveniente efectuar los pedidos excesivamente grandes,  debido a la pérdida de cloro activo. Los mismos deberán realizarse calculando su consumo dentro de los 120 días aproximadamente. El almacenaje será en lo posible en lugar oscuro.    El ACONDICIONAMIENTO Y CAPACIDAD DE LOS ENVASES QUEDARA A CARGO DE LA REPARTICIÓN USUARIA.   Modelo: Tipo II, con un contenido mínimo entre 81 g/l y 110 g/l de cloro activo Presentacion: Envase plástico de polietileno virgen de alta densidad (espesor mínimo 500 µ.), color/opacidad que no permita el paso de la luz, cierre hermético de seguridad, sin pérdidas por manipuleo y/o estiba  Tipo: II ;200;Perfumería, Limpieza y Contenedores Comerciales e Industriales
2020-05-21 00:00:00;455-0683-CME20;455-5393-OC20;455 - CAI CECILIA GRIERSON;MINISTERIO DE SALUD;MONTEBIO S.R.L.;30-70825006-2;46527;ANTICUERPO IgM e IgG  VIRUS DEL DENGUE Demás especificaciones deberán ser indicadas por la repartición solicitante   Modelo: Método enzimoinmunoensayo rápido para detección simultánea y diferencial de anticuerpos IgM e IgG en suero o plasma humano. Técnica Elisa Variedad: IgM - IgG Virus del dengue ;100;Salud
2020-05-21 00:00:00;401-0590-CDI20;401-5526-OC20;401 - MINISTERIO DE SALUD;MINISTERIO DE SALUD;PROPATO HNOS. S.A.I.C.;30-55425869-3;2965710;ANTIPARRA DE SEGURIDAD BIOLOGICA . Modelo: Para protección ocular ante riesgo de impactos, salpicaduras químicas y partículas de polvo, de acetato, transparente con protección UV. Resistente al empañamiento, con ventilación indirecta Variedad: Biológica ;3800;Seguridad 
2020-05-21 00:00:00;401-0590-CDI20;401-5528-OC20;401 - MINISTERIO DE SALUD;MINISTERIO DE SALUD;CINMOR SRL;30-71400415-4;8728800;CAMISOLIN DE UN SOLO USO TELA: SMS uso Médico, Barrera de 47 g/m2 (+/- 5%)  Delantero y mangas dobles con el refuerzo interno total de spundbond 40/50 g/m2, de una sóla pieza.  Espalda: Retroespaldero obligatorio. Con 4 pares de tiras que producen el cruce adecuado con técnica aséptica, dos pares para el cruce del cuello y los otros dos pares a 44 cm del borde del escote, para el cruce de la cintura.   Cuello: escote redondo, fileteado con la misma tela.   Ubicación de tirillas:    -Ajuste de cuello: Dos pares de tiras para ajuste que produzcan un cruce no menor de 10 cm. Sobre el lado derecho, una en el borde y la otra a 10 cm cara interna y sobre el lado izquierdo, una en el borde y la otra a 10 cm cara externa. Medida de tiras: 20 cm de largo aproximadamente cada una, ancho de 1,5 cm.   -Ajuste de cintura: dos pares de tiras a 44 cm del borde del escote, para producir el cruce adecuado, una sobre el borde del espaldero derecho y la otra en la costura lateral cara interna y el otro par, una en el borde del espaldero izquierdo, y la otra en el delantero, a 10 cm de la costura lateral izquierda. Medida de tiras: Largo: 45 cm (+/- 10%) cada una. Ancho: 3 cm (+/- 10%)  Manga larga , con puño doble de algodón 100% (RIBB), elastizado, de 10 cm de largo.   La sisa tendrá una profundidad mínima de 28 cm.  Llevará una tarjeta de transferencia de las cintas para ajuste del camisolín.   Costuras doble estanco.  Medidas mínimas: largo total 130 cm, ancho: 150 cm y largo de manga: 75 cm  Terminación y presentación:  1) Deberá tener una cuidadosa revisación, sin excedente de hilos, costuras rotas, zafadas, sin frunces ni dobleces.  2) Se entregará con doblado quirúrgico en bolsa de polietileno hermética, transparente e impermeable con no mas de 10 unidades, correctamente acondicionado y rotulado indicando nombre del fabricante.   Modelo: Para cirugía de tela no tejida de SMS uso médico. No estéril. Variedad: Para cirugía ;40000;Salud
2020-05-21 00:00:00;401-0590-CDI20;401-5528-OC20;401 - MINISTERIO DE SALUD;MINISTERIO DE SALUD;CINMOR SRL;30-71400415-4;3443200;CAMISOLIN DE UN SOLO USO TELA: SMS uso Médico, Barrera de 47 g/m2 (+/- 5%)  Delantero y mangas dobles con el refuerzo interno total de spundbond 40/50 g/m2, de una sóla pieza.  Espalda: Retroespaldero obligatorio. Con 4 pares de tiras que producen el cruce adecuado con técnica aséptica, dos pares para el cruce del cuello y los otros dos pares a 44 cm del borde del escote, para el cruce de la cintura.   Cuello: escote redondo, fileteado con la misma tela.   Ubicación de tirillas:    -Ajuste de cuello: Dos pares de tiras para ajuste que produzcan un cruce no menor de 10 cm. Sobre el lado derecho, una en el borde y la otra a 10 cm cara interna y sobre el lado izquierdo, una en el borde y la otra a 10 cm cara externa. Medida de tiras: 20 cm de largo aproximadamente cada una, ancho de 1,5 cm.   -Ajuste de cintura: dos pares de tiras a 44 cm del borde del escote, para producir el cruce adecuado, una sobre el borde del espaldero derecho y la otra en la costura lateral cara interna y el otro par, una en el borde del espaldero izquierdo, y la otra en el delantero, a 10 cm de la costura lateral izquierda. Medida de tiras: Largo: 45 cm (+/- 10%) cada una. Ancho: 3 cm (+/- 10%)  Manga larga , con puño doble de algodón 100% (RIBB), elastizado, de 10 cm de largo.   La sisa tendrá una profundidad mínima de 28 cm.  Llevará una tarjeta de transferencia de las cintas para ajuste del camisolín.   Costuras doble estanco.  Medidas mínimas: largo total 130 cm, ancho: 150 cm y largo de manga: 75 cm  Terminación y presentación:  1) Deberá tener una cuidadosa revisación, sin excedente de hilos, costuras rotas, zafadas, sin frunces ni dobleces.  2) Se entregará con doblado quirúrgico en bolsa de polietileno hermética, transparente e impermeable con no mas de 10 unidades, correctamente acondicionado y rotulado indicando nombre del fabricante.   Modelo: Para cirugía de tela no tejida de SMS uso médico. No estéril. Variedad: Para cirugía ;10000;Salud
2020-05-21 00:00:00;401-0590-CDI20;401-5529-OC20;401 - MINISTERIO DE SALUD;MINISTERIO DE SALUD;Coverline sa;30-71498344-6;8960000;CAMISOLIN DE UN SOLO USO TELA: SMS uso Médico, Barrera de 47 g/m2 (+/- 5%)  Delantero y mangas dobles con el refuerzo interno total de spundbond 40/50 g/m2, de una sóla pieza.  Espalda: Retroespaldero obligatorio. Con 4 pares de tiras que producen el cruce adecuado con técnica aséptica, dos pares para el cruce del cuello y los otros dos pares a 44 cm del borde del escote, para el cruce de la cintura.   Cuello: escote redondo, fileteado con la misma tela.   Ubicación de tirillas:    -Ajuste de cuello: Dos pares de tiras para ajuste que produzcan un cruce no menor de 10 cm. Sobre el lado derecho, una en el borde y la otra a 10 cm cara interna y sobre el lado izquierdo, una en el borde y la otra a 10 cm cara externa. Medida de tiras: 20 cm de largo aproximadamente cada una, ancho de 1,5 cm.   -Ajuste de cintura: dos pares de tiras a 44 cm del borde del escote, para producir el cruce adecuado, una sobre el borde del espaldero derecho y la otra en la costura lateral cara interna y el otro par, una en el borde del espaldero izquierdo, y la otra en el delantero, a 10 cm de la costura lateral izquierda. Medida de tiras: Largo: 45 cm (+/- 10%) cada una. Ancho: 3 cm (+/- 10%)  Manga larga , con puño doble de algodón 100% (RIBB), elastizado, de 10 cm de largo.   La sisa tendrá una profundidad mínima de 28 cm.  Llevará una tarjeta de transferencia de las cintas para ajuste del camisolín.   Costuras doble estanco.  Medidas mínimas: largo total 130 cm, ancho: 150 cm y largo de manga: 75 cm  Terminación y presentación:  1) Deberá tener una cuidadosa revisación, sin excedente de hilos, costuras rotas, zafadas, sin frunces ni dobleces.  2) Se entregará con doblado quirúrgico en bolsa de polietileno hermética, transparente e impermeable con no mas de 10 unidades, correctamente acondicionado y rotulado indicando nombre del fabricante.   Modelo: Para cirugía de tela no tejida de SMS uso médico. No estéril. Variedad: Para cirugía ;40000;Salud
2020-05-21 00:00:00;410-0616-CDI20;410-5466-OC20;410 - HTAL.TEODORO ALVAREZ  ;MINISTERIO DE SALUD;Laboratorios Britania SA;33-64529398-9;40000;HISOPO , Modelo: De plástico flexible,estéril,con punta de nylon,en envase individual.Varilla y punta no tóxicas ;500;Salud
2020-05-21 00:00:00;434-0372-CDI20;434-5530-OC20;434 - HTAL.DONACION FRANCISCO SANTOJANNI;MINISTERIO DE SALUD;BIOMÉRIEUX ARGENTINA SA;30-69437643-2;4660339.2;KIT RT-PCR (TRANSCRIPCION REVERSA Y PCR)    Modelo: . ;510;Salud
2020-05-21 00:00:00;410-0657-CDI20;410-5462-OC20;410 - HTAL.TEODORO ALVAREZ  ;MINISTERIO DE SALUD;PROPATO HNOS. S.A.I.C.;30-55425869-3;158769;MAMELUCO DE SEGURIDAD ESPECIFICACIONES DE LA TELA.:  Tela no tejida de oleafina termosoldada tipo Tyvek. Con revestimiento de polietileno de alta densidad. Deberá poseer una superficie lisa y antiestática repelente a la contaminación.  COLOR: Blanco  NORMAS DE CONFECCION:  Extraespaciosos en las áreas que se requiera presión en los movimientos.  Cierre antiestático de tamaño completo.  Usos: Para tareas que requieran una eficaz barrera contra líquidos en general,  ácidos altamente corrosivos y solventes orgánicos mas comunes.  Nota: la elección de los tipos de prendas  mas adecuadas para la tarea que realicen los agentes, quedará a cargo de la repartición solicitante. Modelo: Tipo Tyvek, blanco, con capucha, mangas largas Voltaje: Blanco ;60;Textil, Confección y Calzado 
2020-05-21 00:00:00;412-0855-CME20;412-5487-OC20;412 - HTAL. COSME ARGERICH  ;MINISTERIO DE SALUD;CEGENS S.A.;30-71250912-7;14900;SENSOR DE FLUJO . Modelo: Para mesa de anestesia  DRAGUER - FABIUS  ;5;Salud
2020-05-21 00:00:00;412-0855-CME20;412-5487-OC20;412 - HTAL. COSME ARGERICH  ;MINISTERIO DE SALUD;CEGENS S.A.;30-71250912-7;15080;SENSOR PARA OXIMETRIA DE PULSO . Modelo: Para adulto. Reutilizable. Tipo Nellcor con tecnología Oxymax ;2;Salud
2020-05-22 00:00:00;;27007;;MINISTERIO DE SALUD;FERAVAL S.A.;3.37E+10;580000;;2000;
2020-05-22 00:00:00;;27055;;MINISTERIO DE SALUD;LABORTEKNIC S.R.L;3.07E+10;215000;;20000;
2020-05-22 00:00:00;412-0915-CME20;412-5561-OC20;412 - HTAL. COSME ARGERICH;MINISTERIO DE SALUD;MEDI SISTEM S.R.L.;30-66165826-2;15200;BOLSA PARA TRANSPORTE DE MUESTRAS BIOLOGICAS . Modelo: De polipropileno virgen,no tóxico.Con doble compartimiento para la muestra y el protocolo de trabajo,con solapa de cierre definitivo.;2000;Salud
2020-05-22 00:00:00;412-0915-CME20;412-5561-OC20;412 - HTAL. COSME ARGERICH  ;MINISTERIO DE SALUD;MEDI SISTEM S.R.L.;30-66165826-2;15200;BOLSA PARA TRANSPORTE DE MUESTRAS BIOLOGICAS . Modelo: De polipropileno virgen,no tóxico.Con doble compartimiento  para la muestra y el protocolo de trabajo,con solapa de cierre definitivo. ;2000;Salud
2020-05-22 00:00:00;423-0577-LPU20;423-5538-OC20;423 - HTAL. FRANCISCO J.MUÑIZ  ;MINISTERIO DE SALUD;QUIMICA CORDOBA S.A.;33-57611332-9;313350;TUBO CONICO    Modelo: Descartable de PP.Graduado x 15 ml.Con tapa a rosca.Estéril.  En envase individual. Variedad: Cónico ;15000;Salud
2020-05-22 00:00:00;;27007;;MINISTERIO DE SALUD;FERAVAL S.A.;33711192579;580000;;2000;
2020-05-22 00:00:00;;27055;;MINISTERIO DE SALUD;LABORTEKNIC S.R.L;30714959499;215000;;20000;
2020-05-22 00:00:00;423-0577-LPU20;423-5536-OC20;423 - HTAL. FRANCISCO J.MUÑIZ  ;MINISTERIO DE SALUD;BIOQUIMICA SRL;30-64216922-6;350000;HISOPO    Modelo: De plástico y dacron en tubo estéril descartable,  en envase individual ;10000;Salud
2020-05-22 00:00:00;430-0567-CDI20;430-5535-OC20;430 - HTAL. JOSE M.RAMOS MEJIA ;MINISTERIO DE SALUD;BIOQUIMICA SRL;30-64216922-6;1245000;CABINA DE SEGURIDAD BIOLOGICA Provista de ventilador centrífugo con soportes antivibratorios y protectores térmicos de seguridad, con entrada frontal con apertura de indicador de presión sobre el filtro HEPA, equipada con luz interior fluorescente, luz UV germicida y toma corriente interno, construída bajo normas internacionales de seguridad: ISO, STD 14644, EN ISO 3744, FED STD 209     Modelo: Con flujo laminar vertical con filtro HEPA de 0,3 µm (99.999% de eficiencia) según DOP, protegido por prefiltros y rejillas protectoras. Sistema de filtración antiestático, antibacteriano e ignífugo Variedad: No aplica ;1;Salud
2020-05-22 00:00:00;412-0915-CME20;412-5563-OC20;412 - HTAL. COSME ARGERICH  ;MINISTERIO DE SALUD;Laboratorios Britania SA;33-64529398-9;84000;HISOPO Demás especificaciones deberán ser indicadas por la repartición solicitante   Modelo: De plástico flexible,estéril,con punta de nylon,en envase individual.Varilla y punta no tóxicas ;1000;Salud
